instance,run,seed,island,model,best,best_iter,effective_iter,total_t,ml_rejects
team6_500rdmRad,10,91,6,KNN,620.915,903,1001,114.044,349
team6_500rdmRad,10,91,3,DEEPSURV,620.939,523,723,125.087,49
team6_500rdmRad,10,91,1,RSF,621.263,472,672,132.179,38
team6_500rdmRad,10,91,8,MTLR,620.923,555,755,132.807,27
team6_500rdmRad,10,91,0,COX,621.271,983,1001,134.717,155
team6_500rdmRad,10,91,9,BASELINE,621.502,748,948,145.387,0
team6_500rdmRad,10,91,2,GBSA,620.89,756,956,146.55,44
team6_500rdmRad,1,1,0,COX,622.19,285,485,49.2543,245
team6_500rdmRad,1,1,7,ELASTICNET,620.936,192,449,60.7547,143
team6_500rdmRad,1,1,6,KNN,620.951,301,501,67.3793,152
team6_500rdmRad,1,1,5,WEIBULLAFT,620.93,475,675,70.3689,344
team6_500rdmRad,1,1,2,GBSA,621.02,470,670,85.691,200
team6_500rdmRad,1,1,4,SSVM,621.115,639,839,91.0926,331
team6_500rdmRad,1,1,8,MTLR,620.974,865,1001,101.182,482
team6_500rdmRad,1,1,9,BASELINE,620.921,561,761,112.745,0
team6_500rdmRad,1,1,1,RSF,620.916,699,899,119.777,358
team6_500rdmRad,1,1,3,DEEPSURV,620.918,572,772,122.456,36
team6_500rdmRad,2,11,4,SSVM,620.926,213,449,64.0256,127
team6_500rdmRad,2,11,6,KNN,621.806,479,679,69.2956,345
team6_500rdmRad,2,11,2,GBSA,621.254,339,539,72.7929,173
team6_500rdmRad,2,11,5,WEIBULLAFT,620.932,308,508,75.6753,129
team6_500rdmRad,2,11,0,COX,620.966,792,992,90.6846,462
team6_500rdmRad,2,11,7,ELASTICNET,620.915,588,788,109.17,120
team6_500rdmRad,2,11,9,BASELINE,620.91,517,717,110.996,0
team6_500rdmRad,2,11,3,DEEPSURV,620.926,533,733,120.901,36
team6_500rdmRad,2,11,8,MTLR,620.919,638,838,132.352,26
team6_500rdmRad,2,11,1,RSF,620.921,990,1001,141.131,306
team6_500rdmRad,3,21,5,WEIBULLAFT,621.443,362,562,61.5045,286
team6_500rdmRad,3,21,7,ELASTICNET,621.594,323,523,66.8973,189
team6_500rdmRad,3,21,6,KNN,621.346,198,449,72.4551,73
team6_500rdmRad,3,21,2,GBSA,621.546,373,573,80.5813,156
team6_500rdmRad,3,21,1,RSF,621.846,190,449,83.7488,75
team6_500rdmRad,3,21,4,SSVM,620.93,760,960,88.0594,476
team6_500rdmRad,3,21,9,BASELINE,620.931,446,646,99.1182,0
team6_500rdmRad,3,21,0,COX,620.927,530,730,100.403,103
team6_500rdmRad,3,21,3,DEEPSURV,620.934,892,1001,117.83,300
team6_500rdmRad,3,21,8,MTLR,620.923,736,936,138.623,31
team6_500rdmRad,4,31,0,COX,621.537,262,462,59.1781,150
team6_500rdmRad,4,31,4,SSVM,621.499,311,511,65.119,183
team6_500rdmRad,4,31,6,KNN,620.926,272,472,65.339,139
team6_500rdmRad,4,31,5,WEIBULLAFT,621.268,176,449,66.406,127
team6_500rdmRad,4,31,2,GBSA,620.957,333,533,80.4325,91
team6_500rdmRad,4,31,1,RSF,621.864,307,507,80.8312,175
team6_500rdmRad,4,31,7,ELASTICNET,621.287,634,834,83.1419,368
team6_500rdmRad,4,31,8,MTLR,621.264,458,658,105.712,41
team6_500rdmRad,4,31,9,BASELINE,620.921,542,742,107.85,0
team6_500rdmRad,4,31,3,DEEPSURV,620.91,864,1001,137.865,73
team6_500rdmRad,5,41,8,MTLR,621.266,118,399,67.3011,130
team6_500rdmRad,5,41,6,KNN,621.177,251,451,70.439,92
team6_500rdmRad,5,41,4,SSVM,621.666,228,449,71.6949,83
team6_500rdmRad,5,41,2,GBSA,621.74,351,551,78.4369,144
team6_500rdmRad,5,41,7,ELASTICNET,621.9,685,885,80.4395,455
team6_500rdmRad,5,41,5,WEIBULLAFT,620.974,740,940,104.751,346
team6_500rdmRad,5,41,0,COX,621.266,673,873,116.122,107
team6_500rdmRad,5,41,3,DEEPSURV,621.461,587,787,124.121,62
team6_500rdmRad,5,41,9,BASELINE,620.91,672,872,126.528,0
team6_500rdmRad,5,41,1,RSF,620.922,971,1001,136.042,364
team6_500rdmRad,6,51,0,COX,621.17,428,628,73.0158,240
team6_500rdmRad,6,51,6,KNN,620.935,523,723,81.5462,299
team6_500rdmRad,6,51,4,SSVM,621.29,327,527,83.156,91
team6_500rdmRad,6,51,7,ELASTICNET,621.514,455,655,85.8872,206
team6_500rdmRad,6,51,5,WEIBULLAFT,621.136,432,632,87.2285,191
team6_500rdmRad,6,51,9,BASELINE,621.02,400,600,98.9745,0
team6_500rdmRad,6,51,8,MTLR,620.931,348,548,99.0912,50
team6_500rdmRad,6,51,2,GBSA,621.272,536,736,109.749,83
team6_500rdmRad,6,51,1,RSF,620.915,509,709,115.599,160
team6_500rdmRad,6,51,3,DEEPSURV,620.925,651,851,135.186,0
team6_500rdmRad,7,61,7,ELASTICNET,621.384,223,423,58.5397,130
team6_500rdmRad,7,61,4,SSVM,620.938,263,463,59.241,170
team6_500rdmRad,7,61,0,COX,621.325,221,449,66.8606,88
team6_500rdmRad,7,61,5,WEIBULLAFT,621.132,343,543,67.5981,217
team6_500rdmRad,7,61,9,BASELINE,620.946,273,473,79.0214,0
team6_500rdmRad,7,61,6,KNN,621.269,758,958,107.006,302
team6_500rdmRad,7,61,8,MTLR,620.921,586,786,108.004,179
team6_500rdmRad,7,61,2,GBSA,620.921,483,683,108.307,10
team6_500rdmRad,7,61,3,DEEPSURV,620.921,557,757,123.818,7
team6_500rdmRad,7,61,1,RSF,620.91,779,979,155.651,97
team6_500rdmRad,8,71,0,COX,621.831,147,427,45.0543,195
team6_500rdmRad,8,71,4,SSVM,621.075,177,449,58.1832,157
team6_500rdmRad,8,71,7,ELASTICNET,620.91,328,528,66.0593,181
team6_500rdmRad,8,71,5,WEIBULLAFT,621.174,191,449,68.8985,97
team6_500rdmRad,8,71,8,MTLR,621.169,401,601,73.6403,269
team6_500rdmRad,8,71,6,KNN,620.917,649,849,92.6566,284
team6_500rdmRad,8,71,3,DEEPSURV,621.443,544,744,93.7582,252
team6_500rdmRad,8,71,2,GBSA,620.904,786,986,135.085,27
team6_500rdmRad,8,71,9,BASELINE,621.492,943,1001,135.771,0
team6_500rdmRad,8,71,1,RSF,620.915,660,860,143.618,25
team6_500rdmRad,9,81,4,SSVM,621.12,320,520,61.6765,215
team6_500rdmRad,9,81,2,GBSA,620.934,368,568,82.2521,130
team6_500rdmRad,9,81,5,WEIBULLAFT,621.293,376,576,85.7296,136
team6_500rdmRad,9,81,6,KNN,620.931,773,973,90.8748,479
team6_500rdmRad,9,81,1,RSF,620.921,247,449,93.043,5
team6_500rdmRad,9,81,0,COX,620.927,495,695,104.085,57
team6_500rdmRad,9,81,8,MTLR,620.967,546,746,111.202,143
team6_500rdmRad,9,81,7,ELASTICNET,620.927,604,804,114.125,101
team6_500rdmRad,9,81,3,DEEPSURV,620.931,588,788,117.111,136
team6_500rdmRad,9,81,9,BASELINE,620.931,631,831,123.122,0
car_door_25,10,91,9,BASELINE,5339.76,66,266,36.8952,0
car_door_25,10,91,0,COX,5339.76,76,399,39.377,145
car_door_25,10,91,5,WEIBULLAFT,5339.76,5,399,42.2364,169
car_door_25,10,91,4,SSVM,5339.76,45,399,44.5691,119
car_door_25,10,91,7,ELASTICNET,5339.76,13,399,45.4044,114
car_door_25,10,91,2,GBSA,5339.76,107,399,46.0297,117
car_door_25,10,91,6,KNN,5339.76,100,399,47.8915,93
car_door_25,10,91,8,MTLR,5339.76,2,399,54.7296,103
car_door_25,10,91,3,DEEPSURV,5339.76,4,399,59.6355,39
car_door_25,10,91,1,RSF,5339.76,87,399,62.4059,7
car_door_25,1,1,9,BASELINE,5339.76,49,249,33.449,0
car_door_25,1,1,6,KNN,5339.76,72,399,45.9912,106
car_door_25,1,1,0,COX,5339.76,90,399,47.8138,63
car_door_25,1,1,4,SSVM,5339.76,147,427,48.2172,107
car_door_25,1,1,2,GBSA,5339.76,54,399,49.0067,87
car_door_25,1,1,5,WEIBULLAFT,5339.76,46,399,49.3898,94
car_door_25,1,1,7,ELASTICNET,5339.76,73,399,50.3322,60
car_door_25,1,1,1,RSF,5339.76,49,399,55.8797,98
car_door_25,1,1,3,DEEPSURV,5339.76,131,411,55.9053,99
car_door_25,1,1,8,MTLR,5339.76,78,399,55.9268,85
car_door_25,2,11,0,COX,5339.76,37,399,36.0393,167
car_door_25,2,11,7,ELASTICNET,5339.76,92,399,42.3239,139
car_door_25,2,11,6,KNN,5339.76,73,399,47.1541,99
car_door_25,2,11,4,SSVM,5339.76,24,399,47.7659,93
car_door_25,2,11,9,BASELINE,5339.76,172,372,48.8476,0
car_door_25,2,11,5,WEIBULLAFT,5339.76,40,399,51.4293,81
car_door_25,2,11,2,GBSA,5339.76,156,436,56.7524,46
car_door_25,2,11,1,RSF,5339.76,97,399,56.9859,103
car_door_25,2,11,3,DEEPSURV,5339.76,18,399,60.6202,41
car_door_25,2,11,8,MTLR,5339.76,51,399,61.9755,26
car_door_25,3,21,6,KNN,5339.76,125,405,40.4334,157
car_door_25,3,21,0,COX,5339.76,110,399,41.8167,121
car_door_25,3,21,4,SSVM,5339.76,39,399,45.9822,109
car_door_25,3,21,9,BASELINE,5339.76,157,357,47.4121,0
car_door_25,3,21,7,ELASTICNET,5339.76,104,399,47.736,95
car_door_25,3,21,5,WEIBULLAFT,5339.76,137,417,53.5347,69
car_door_25,3,21,2,GBSA,5339.76,192,449,55.555,73
car_door_25,3,21,3,DEEPSURV,5339.76,103,399,55.8892,98
car_door_25,3,21,8,MTLR,5339.76,244,449,63.4864,51
car_door_25,3,21,1,RSF,5339.76,26,399,64.0275,6
car_door_25,4,31,4,SSVM,5339.76,128,408,41.7369,156
car_door_25,4,31,9,BASELINE,5339.76,122,322,43.9817,0
car_door_25,4,31,6,KNN,5339.76,65,399,46.1206,112
car_door_25,4,31,5,WEIBULLAFT,5339.76,27,399,48.8136,114
car_door_25,4,31,7,ELASTICNET,5339.76,2,399,49.5109,79
car_door_25,4,31,0,COX,5339.76,134,414,53.3165,31
car_door_25,4,31,1,RSF,5339.76,117,399,54.0687,137
car_door_25,4,31,2,GBSA,5339.76,98,399,56.0804,15
car_door_25,4,31,8,MTLR,5339.76,43,399,58.2518,84
car_door_25,4,31,3,DEEPSURV,5339.76,16,399,64.2088,2
car_door_25,5,41,9,BASELINE,5339.76,44,244,34.3191,0
car_door_25,5,41,6,KNN,5339.76,253,453,43.2966,194
car_door_25,5,41,4,SSVM,5339.76,66,399,46.6289,108
car_door_25,5,41,2,GBSA,5339.76,124,404,48.8686,104
car_door_25,5,41,0,COX,5339.76,112,399,48.9978,61
car_door_25,5,41,7,ELASTICNET,5339.76,48,399,53.142,38
car_door_25,5,41,5,WEIBULLAFT,5339.76,39,399,53.596,67
car_door_25,5,41,8,MTLR,5339.76,76,399,55.4352,116
car_door_25,5,41,3,DEEPSURV,5339.76,61,399,62.5705,24
car_door_25,5,41,1,RSF,5339.76,144,424,63.3857,42
car_door_25,6,51,0,COX,5341.88,75,399,34.6035,181
car_door_25,6,51,4,SSVM,5339.76,83,399,43.2016,136
car_door_25,6,51,9,BASELINE,5339.76,149,349,46.7746,0
car_door_25,6,51,5,WEIBULLAFT,5339.76,8,399,54.3275,56
car_door_25,6,51,6,KNN,5339.76,65,399,54.8523,23
car_door_25,6,51,8,MTLR,5339.76,85,399,57.0157,94
car_door_25,6,51,7,ELASTICNET,5339.76,228,449,57.4695,47
car_door_25,6,51,3,DEEPSURV,5339.76,13,399,57.5266,91
car_door_25,6,51,2,GBSA,5339.76,62,399,58.4259,0
car_door_25,6,51,1,RSF,5339.76,4,399,59.1425,92
car_door_25,7,61,9,BASELINE,5339.76,39,239,32.7968,0
car_door_25,7,61,6,KNN,5339.76,57,399,43.8029,126
car_door_25,7,61,7,ELASTICNET,5339.76,144,424,44.4239,145
car_door_25,7,61,4,SSVM,5339.76,26,399,50.243,73
car_door_25,7,61,2,GBSA,5339.76,58,399,51.7085,70
car_door_25,7,61,0,COX,5339.76,90,399,51.882,29
car_door_25,7,61,5,WEIBULLAFT,5339.76,177,449,54.4603,98
car_door_25,7,61,3,DEEPSURV,5341.88,37,399,54.7629,116
car_door_25,7,61,8,MTLR,5339.76,101,399,56.6691,94
car_door_25,7,61,1,RSF,5339.76,71,399,62.9368,16
car_door_25,8,71,0,COX,5340.15,55,399,32.5383,195
car_door_25,8,71,4,SSVM,5339.76,86,399,39.6359,164
car_door_25,8,71,7,ELASTICNET,5339.76,106,399,42.4816,134
car_door_25,8,71,9,BASELINE,5339.76,130,330,43.8543,0
car_door_25,8,71,6,KNN,5339.76,10,399,45.2829,106
car_door_25,8,71,5,WEIBULLAFT,5339.76,23,399,50.2208,89
car_door_25,8,71,2,GBSA,5339.76,65,399,54.0512,25
car_door_25,8,71,1,RSF,5339.76,178,449,56.6547,137
car_door_25,8,71,3,DEEPSURV,5339.76,64,399,61.301,18
car_door_25,8,71,8,MTLR,5339.76,119,399,62.4305,9
car_door_25,9,81,9,BASELINE,5339.76,71,271,37.0726,0
car_door_25,9,81,6,KNN,5339.76,38,399,39.562,166
car_door_25,9,81,7,ELASTICNET,5339.76,12,399,44.1353,128
car_door_25,9,81,4,SSVM,5339.76,136,416,44.5095,141
car_door_25,9,81,5,WEIBULLAFT,5339.76,39,399,44.7474,149
car_door_25,9,81,2,GBSA,5339.76,79,399,54.8602,30
car_door_25,9,81,0,COX,5339.76,158,438,56.7543,14
car_door_25,9,81,8,MTLR,5339.76,52,399,59.3967,58
car_door_25,9,81,1,RSF,5339.76,39,399,61.9876,36
car_door_25,9,81,3,DEEPSURV,5339.76,9,399,63.1508,10
car_door_35,10,91,9,BASELINE,5092.94,5,205,31.4411,0
car_door_35,10,91,6,KNN,5092.94,109,399,44.42,140
car_door_35,10,91,0,COX,5088.54,179,449,47.2818,144
car_door_35,10,91,2,GBSA,5092.94,70,399,47.5729,126
car_door_35,10,91,1,RSF,5092.94,23,399,54.3353,159
car_door_35,10,91,3,DEEPSURV,5092.93,33,399,56.0983,129
car_door_35,10,91,5,WEIBULLAFT,5092.94,192,449,56.7757,106
car_door_35,10,91,8,MTLR,5092.94,32,399,58.2789,106
car_door_35,10,91,4,SSVM,5073.63,291,491,62.2888,59
car_door_35,10,91,7,ELASTICNET,5073.63,463,663,66.231,184
car_door_35,1,1,9,BASELINE,5092.94,26,226,31.5918,0
car_door_35,1,1,6,KNN,5092.93,73,399,44.0045,125
car_door_35,1,1,4,SSVM,5092.94,104,399,48.7416,90
car_door_35,1,1,7,ELASTICNET,5092.94,23,399,53.5128,37
car_door_35,1,1,0,COX,5092.94,90,399,53.9953,13
car_door_35,1,1,8,MTLR,5092.94,59,399,58.4923,83
car_door_35,1,1,2,GBSA,5092.94,168,448,58.9252,47
car_door_35,1,1,1,RSF,5073.63,54,399,60.2988,83
car_door_35,1,1,3,DEEPSURV,5073.63,218,449,60.4492,113
car_door_35,1,1,5,WEIBULLAFT,5073.63,373,573,64.6658,134
car_door_35,2,11,9,BASELINE,5092.94,124,324,44.4663,0
car_door_35,2,11,0,COX,5092.94,44,399,46.7457,90
car_door_35,2,11,6,KNN,5092.94,44,399,47.0259,110
car_door_35,2,11,4,SSVM,5092.94,137,417,47.6362,120
car_door_35,2,11,5,WEIBULLAFT,5092.94,84,399,50.6842,102
car_door_35,2,11,7,ELASTICNET,5092.94,108,399,51.0148,71
car_door_35,2,11,2,GBSA,5092.94,180,449,53.5992,110
car_door_35,2,11,1,RSF,5092.94,48,399,60.3715,73
car_door_35,2,11,3,DEEPSURV,5092.94,82,399,60.4785,61
car_door_35,2,11,8,MTLR,5073.63,376,576,67.3945,158
car_door_35,3,21,9,BASELINE,5092.94,39,239,34.4213,0
car_door_35,3,21,7,ELASTICNET,5092.94,12,399,51.5609,81
car_door_35,3,21,5,WEIBULLAFT,5092.94,259,459,56.9905,120
car_door_35,3,21,6,KNN,5092.94,222,422,61.7709,4
car_door_35,3,21,0,COX,5073.63,407,607,63.7475,159
car_door_35,3,21,1,RSF,5092.94,60,399,66.5888,44
car_door_35,3,21,3,DEEPSURV,5092.94,63,399,67.4462,23
car_door_35,3,21,4,SSVM,5096.24,326,526,68.439,39
car_door_35,3,21,8,MTLR,5092.94,402,602,81.718,44
car_door_35,3,21,2,GBSA,5092.94,106,398,51.3577,95
car_door_35,4,31,0,COX,5092.94,121,401,40.7918,138
car_door_35,4,31,9,BASELINE,5092.94,115,315,42.8105,0
car_door_35,4,31,7,ELASTICNET,5092.94,115,399,44.4968,120
car_door_35,4,31,4,SSVM,5092.94,121,401,53.9628,41
car_door_35,4,31,5,WEIBULLAFT,5092.94,81,399,54.4871,59
car_door_35,4,31,2,GBSA,5090.26,135,415,56.0086,54
car_door_35,4,31,6,KNN,5073.63,307,507,56.1898,138
car_door_35,4,31,8,MTLR,5092.94,82,399,56.6622,115
car_door_35,4,31,1,RSF,5092.94,46,399,60.4721,69
car_door_35,4,31,3,DEEPSURV,5092.94,13,399,62.8368,33
car_door_35,5,41,9,BASELINE,5092.94,60,260,36.0286,0
car_door_35,5,41,5,WEIBULLAFT,5092.94,29,399,47.4363,125
car_door_35,5,41,4,SSVM,5092.94,184,449,48.9232,139
car_door_35,5,41,6,KNN,5074.45,82,399,49.7287,86
car_door_35,5,41,0,COX,5092.94,119,399,54.8982,8
car_door_35,5,41,2,GBSA,5090.26,81,399,58.1845,10
car_door_35,5,41,1,RSF,5083.28,174,449,62.6139,107
car_door_35,5,41,8,MTLR,5073.63,300,500,73.5317,30
car_door_35,5,41,3,DEEPSURV,5073.63,564,764,79.3306,222
car_door_35,5,41,7,ELASTICNET,5092.94,548,748,84.8607,21
car_door_35,6,51,0,COX,5092.94,69,399,34.1741,184
car_door_35,6,51,9,BASELINE,5092.94,76,276,38.1038,0
car_door_35,6,51,4,SSVM,5092.94,32,399,44.9097,111
car_door_35,6,51,6,KNN,5092.94,12,399,48.2178,84
car_door_35,6,51,7,ELASTICNET,5073.63,299,499,49.8619,169
car_door_35,6,51,2,GBSA,5092.93,128,408,53.0739,54
car_door_35,6,51,8,MTLR,5092.94,19,399,61.055,38
car_door_35,6,51,3,DEEPSURV,5092.94,194,449,61.3281,93
car_door_35,6,51,5,WEIBULLAFT,5092.94,665,865,63.4142,438
car_door_35,6,51,1,RSF,5092.94,77,399,65.3379,2
car_door_35,7,61,0,COX,5092.94,10,399,35.1054,178
car_door_35,7,61,9,BASELINE,5092.94,70,270,37.4814,0
car_door_35,7,61,6,KNN,5092.94,3,399,46.4311,105
car_door_35,7,61,7,ELASTICNET,5092.94,149,429,49.124,113
car_door_35,7,61,8,MTLR,5092.94,60,399,55.4148,113
car_door_35,7,61,5,WEIBULLAFT,5092.94,143,423,57.3879,47
car_door_35,7,61,4,SSVM,5092.94,192,449,57.5875,51
car_door_35,7,61,3,DEEPSURV,5078.39,114,399,58.6271,80
car_door_35,7,61,1,RSF,5092.94,39,399,59.3199,81
car_door_35,7,61,2,GBSA,5074.65,374,574,59.3786,175
car_door_35,8,71,9,BASELINE,5092.93,38,238,34.1273,0
car_door_35,8,71,0,COX,5092.94,17,399,38.8884,153
car_door_35,8,71,4,SSVM,5092.94,26,399,48.8252,86
car_door_35,8,71,7,ELASTICNET,5092.94,77,399,54.7574,26
car_door_35,8,71,5,WEIBULLAFT,5073.63,287,487,58.0494,123
car_door_35,8,71,3,DEEPSURV,5092.94,220,420,59.6834,100
car_door_35,8,71,1,RSF,5092.93,109,399,59.9159,84
car_door_35,8,71,8,MTLR,5092.94,59,399,63.6017,30
car_door_35,8,71,6,KNN,5073.63,622,822,66.2686,345
car_door_35,8,71,2,GBSA,5092.94,390,590,73.4412,21
car_door_35,9,81,4,SSVM,5092.94,44,399,44.5889,123
car_door_35,9,81,5,WEIBULLAFT,5092.94,16,399,52.9253,81
car_door_35,9,81,7,ELASTICNET,5092.94,90,399,54.0484,45
car_door_35,9,81,0,COX,5092.94,32,399,56.8176,0
car_door_35,9,81,3,DEEPSURV,5092.93,105,399,58.883,109
car_door_35,9,81,1,RSF,5092.94,129,409,64.919,59
car_door_35,9,81,6,KNN,5073.63,554,754,66.1504,300
car_door_35,9,81,9,BASELINE,5092.94,329,529,66.8192,0
car_door_35,9,81,8,MTLR,5073.63,429,629,87.6455,11
car_door_35,9,81,2,GBSA,5073.63,569,769,91.9548,6
car_door_45,10,91,7,ELASTICNET,4894.96,222,422,47.5024,111
car_door_45,10,91,0,COX,4869.81,324,524,50.203,172
car_door_45,10,91,2,GBSA,4894.96,233,449,52.1165,118
car_door_45,10,91,4,SSVM,4869.81,240,449,54.891,82
car_door_45,10,91,3,DEEPSURV,4895.94,40,399,57.6089,103
car_door_45,10,91,6,KNN,4869.81,272,472,59.704,54
car_door_45,10,91,1,RSF,4895.94,93,399,61.5527,62
car_door_45,10,91,8,MTLR,4895.94,169,449,68.4763,24
car_door_45,10,91,5,WEIBULLAFT,4869.81,627,827,68.7945,361
car_door_45,10,91,9,BASELINE,4869.96,428,628,72.2725,0
car_door_45,1,1,5,WEIBULLAFT,4893.19,219,419,48.3533,146
car_door_45,1,1,7,ELASTICNET,4895.67,129,409,52.4913,70
car_door_45,1,1,6,KNN,4886.11,176,449,52.9926,108
car_door_45,1,1,4,SSVM,4893.09,143,423,55.7619,61
car_door_45,1,1,2,GBSA,4895.94,108,399,56.4946,37
car_door_45,1,1,0,COX,4874.93,381,581,65.447,96
car_door_45,1,1,8,MTLR,4895.94,235,449,69.8598,37
car_door_45,1,1,3,DEEPSURV,4869.81,616,816,88.299,198
car_door_45,1,1,9,BASELINE,4869.81,575,775,88.5564,0
car_door_45,1,1,1,RSF,4869.81,459,659,95.3324,56
car_door_45,2,11,4,SSVM,4895.94,114,399,43.777,129
car_door_45,2,11,0,COX,4895.94,56,399,48.8845,64
car_door_45,2,11,5,WEIBULLAFT,4869.81,222,422,49.6698,136
car_door_45,2,11,7,ELASTICNET,4869.81,245,449,51.839,115
car_door_45,2,11,9,BASELINE,4886.6,219,419,54.6977,0
car_door_45,2,11,6,KNN,4892.19,181,449,57.9315,61
car_door_45,2,11,8,MTLR,4880.56,239,449,59.1582,139
car_door_45,2,11,3,DEEPSURV,4895.94,218,449,66.3394,52
car_door_45,2,11,1,RSF,4869.81,275,475,66.3482,107
car_door_45,2,11,2,GBSA,4869.81,362,562,71.318,23
car_door_45,3,21,5,WEIBULLAFT,4869.81,120,400,48.1177,132
car_door_45,3,21,2,GBSA,4895.94,54,399,51.0491,92
car_door_45,3,21,9,BASELINE,4869.81,173,373,51.5354,0
car_door_45,3,21,4,SSVM,4894.95,177,449,52.4429,122
car_door_45,3,21,6,KNN,4869.81,176,449,56.118,80
car_door_45,3,21,7,ELASTICNET,4870.02,148,428,61.0642,15
car_door_45,3,21,8,MTLR,4893.09,230,449,66.5504,67
car_door_45,3,21,1,RSF,4895.94,222,449,71.545,12
car_door_45,3,21,0,COX,4869.81,484,684,73.2588,95
car_door_45,3,21,3,DEEPSURV,4869.81,493,693,81.4918,129
car_door_45,4,31,9,BASELINE,4895.94,95,295,40.0627,0
car_door_45,4,31,6,KNN,4895.94,62,399,42.3317,139
car_door_45,4,31,2,GBSA,4895.94,60,399,51.4598,73
car_door_45,4,31,7,ELASTICNET,4869.96,211,449,52.7936,108
car_door_45,4,31,5,WEIBULLAFT,4895.94,147,427,53.5278,99
car_door_45,4,31,0,COX,4869.81,181,449,54.2106,66
car_door_45,4,31,4,SSVM,4895.94,64,399,55.5079,19
car_door_45,4,31,1,RSF,4895.94,179,449,62.5422,108
car_door_45,4,31,3,DEEPSURV,4895.94,192,449,66.9394,30
car_door_45,4,31,8,MTLR,4893.39,179,449,68.5998,16
car_door_45,5,41,9,BASELINE,4895.94,133,333,44.8318,0
car_door_45,5,41,4,SSVM,4869.96,183,449,51.2146,130
car_door_45,5,41,2,GBSA,4886.97,23,399,53.4939,75
car_door_45,5,41,5,WEIBULLAFT,4894.98,288,488,54.6952,172
car_door_45,5,41,1,RSF,4869.81,111,399,60.6828,101
car_door_45,5,41,0,COX,4869.81,475,675,61.3981,238
car_door_45,5,41,3,DEEPSURV,4869.81,184,449,66.0803,81
car_door_45,5,41,8,MTLR,4894.95,180,449,72.3123,10
car_door_45,5,41,6,KNN,4869.96,382,582,72.9571,34
car_door_45,5,41,7,ELASTICNET,4869.81,663,863,77.4918,263
car_door_45,6,51,2,GBSA,4895.94,107,399,50.4792,101
car_door_45,6,51,6,KNN,4895.94,273,473,51.418,155
car_door_45,6,51,9,BASELINE,4869.81,270,470,62.8453,0
car_door_45,6,51,5,WEIBULLAFT,4869.81,272,472,63.4001,82
car_door_45,6,51,4,SSVM,4869.81,473,673,64.646,242
car_door_45,6,51,0,COX,4892.19,404,604,65.8789,129
car_door_45,6,51,3,DEEPSURV,4873.38,239,449,66.4644,97
car_door_45,6,51,7,ELASTICNET,4869.81,343,543,66.7232,80
car_door_45,6,51,1,RSF,4895.94,44,399,67.9677,34
car_door_45,6,51,8,MTLR,4869.81,548,748,90.2962,101
car_door_45,7,61,9,BASELINE,4869.81,123,323,45.1275,0
car_door_45,7,61,6,KNN,4895.94,84,399,45.3521,125
car_door_45,7,61,4,SSVM,4895.94,64,399,50.4947,83
car_door_45,7,61,0,COX,4895.94,362,562,53.8024,181
car_door_45,7,61,5,WEIBULLAFT,4870.73,272,472,54.7104,152
car_door_45,7,61,2,GBSA,4895.94,175,449,59.9105,43
car_door_45,7,61,3,DEEPSURV,4869.81,179,449,61.9831,110
car_door_45,7,61,8,MTLR,4869.81,296,496,64.4916,128
car_door_45,7,61,1,RSF,4885.78,309,509,71.6494,84
car_door_45,7,61,7,ELASTICNET,4892.66,393,593,73.8023,16
car_door_45,8,71,4,SSVM,4895.94,103,399,43.5311,130
car_door_45,8,71,6,KNN,4877.03,211,411,52.5131,65
car_door_45,8,71,7,ELASTICNET,4895.94,47,399,54.9703,20
car_door_45,8,71,3,DEEPSURV,4895.94,125,405,57.5215,106
car_door_45,8,71,5,WEIBULLAFT,4895.5,192,449,59.3235,64
car_door_45,8,71,1,RSF,4895.94,34,399,61.0922,75
car_door_45,8,71,2,GBSA,4895.94,335,535,66.0489,56
car_door_45,8,71,8,MTLR,4894.3,440,640,73.4567,170
car_door_45,8,71,0,COX,4869.81,624,824,90.1974,1
car_door_45,8,71,9,BASELINE,4894.43,174,374,50.2593,0
car_door_45,9,81,7,ELASTICNET,4895.94,27,399,41.6358,142
car_door_45,9,81,5,WEIBULLAFT,4895.94,185,449,48.695,157
car_door_45,9,81,4,SSVM,4895.94,171,449,49.9622,122
car_door_45,9,81,9,BASELINE,4895.94,242,442,56.7406,0
car_door_45,9,81,6,KNN,4872.48,224,449,57.7409,58
car_door_45,9,81,2,GBSA,4895.94,129,409,59.4562,1
car_door_45,9,81,1,RSF,4869.81,175,449,66.0411,83
car_door_45,9,81,8,MTLR,4869.81,255,455,68.8863,33
car_door_45,9,81,0,COX,4874.16,971,1001,98.8173,60
car_door_45,9,81,3,DEEPSURV,4869.81,747,947,108.002,30
