instance,run,seed,island,model,percentile,threshold,objective,val_samples
kroD100rdmRad,1,1,8,MTLR,65,0.957299,0.0223,40
kroD100rdmRad,2,11,2,GBSA,60,0.531928,0.1627,40
kroD100rdmRad,2,11,4,SSVM,95,-18.817869,0.0508,46
kroD100rdmRad,2,11,6,KNN,50,-18.5,0.0503,50
kroD100rdmRad,2,11,7,ELASTICNET,95,0.299994,0.0271,50
kroD100rdmRad,2,11,0,COX,70,1.189208,0.3117,50
kroD100rdmRad,2,11,1,RSF,55,100.399514,0.5416,50
kroD100rdmRad,2,11,5,WEIBULLAFT,55,-12.631052,-0.0206,48
kroD100rdmRad,2,11,3,DEEPSURV,95,95.0,-0.0117,50
kroD100rdmRad,2,11,8,MTLR,85,0.990878,-0.0842,50
kroD100rdmRad,3,21,0,COX,80,1.163551,0.1067,40
kroD100rdmRad,3,21,2,GBSA,95,2.344251,0.0341,41
kroD100rdmRad,3,21,4,SSVM,50,-1.595701,0.4692,47
kroD100rdmRad,3,21,7,ELASTICNET,95,0.250712,0.0455,50
kroD100rdmRad,3,21,6,KNN,60,-17.733333,0.3552,50
kroD100rdmRad,3,21,1,RSF,55,98.650677,0.1862,50
kroD100rdmRad,3,21,5,WEIBULLAFT,50,-15.206589,0.4318,48
kroD100rdmRad,3,21,3,DEEPSURV,85,85.0,-0.0753,42
kroD100rdmRad,3,21,8,MTLR,95,0.999936,0.0075,50
kroD100rdmRad,4,31,6,KNN,60,-16.986667,0.198,40
kroD100rdmRad,4,31,4,SSVM,60,-1.252933,0.0093,46
kroD100rdmRad,4,31,1,RSF,50,83.942036,0.2298,48
kroD100rdmRad,4,31,0,COX,85,1.10534,-0.1071,50
kroD100rdmRad,4,31,7,ELASTICNET,50,0.032238,0.1699,50
kroD100rdmRad,4,31,2,GBSA,60,0.538211,0.2542,50
kroD100rdmRad,4,31,5,WEIBULLAFT,50,-14.474265,0.5013,48
kroD100rdmRad,4,31,3,DEEPSURV,50,50.0,0.1231,50
kroD100rdmRad,4,31,8,MTLR,85,0.972508,-0.0493,50
kroD100rdmRad,5,41,4,SSVM,75,-8.688387,0.1976,39
kroD100rdmRad,5,41,7,ELASTICNET,50,0.036281,0.2465,46
kroD100rdmRad,5,41,5,WEIBULLAFT,60,-12.613138,0.1853,40
kroD100rdmRad,5,41,6,KNN,65,-16.743333,0.029,50
kroD100rdmRad,5,41,0,COX,80,1.166584,0.1906,50
kroD100rdmRad,5,41,1,RSF,70,104.851351,0.1683,50
kroD100rdmRad,5,41,2,GBSA,50,0.238331,0.3096,50
kroD100rdmRad,5,41,8,MTLR,50,0.917116,0.1188,47
kroD100rdmRad,5,41,3,DEEPSURV,65,65.0,0.0012,50
kroD100rdmRad,6,51,4,SSVM,55,-3.460673,0.1266,42
kroD100rdmRad,6,51,6,KNN,50,-20.866667,0.4458,50
kroD100rdmRad,6,51,7,ELASTICNET,65,0.086998,0.2375,50
kroD100rdmRad,6,51,0,COX,60,1.085258,0.0966,50
kroD100rdmRad,6,51,1,RSF,65,97.689993,0.3019,50
kroD100rdmRad,6,51,5,WEIBULLAFT,50,-14.022428,0.1801,48
kroD100rdmRad,6,51,2,GBSA,50,0.137433,0.3427,50
kroD100rdmRad,6,51,3,DEEPSURV,90,90.0,-0.085,50
kroD100rdmRad,6,51,8,MTLR,65,0.967423,0.294,50
kroD100rdmRad,7,61,7,ELASTICNET,90,0.220695,0.0748,50
kroD100rdmRad,7,61,6,KNN,95,-11.653333,-0.0351,50
kroD100rdmRad,7,61,0,COX,95,1.279762,0.0442,50
kroD100rdmRad,7,61,4,SSVM,50,-12.114789,0.3258,48
kroD100rdmRad,7,61,1,RSF,50,98.062936,0.5459,50
kroD100rdmRad,7,61,2,GBSA,60,0.568196,0.25,50
kroD100rdmRad,7,61,5,WEIBULLAFT,95,-7.236578,0.0476,47
kroD100rdmRad,7,61,8,MTLR,50,0.919103,0.0486,40
kroD100rdmRad,7,61,3,DEEPSURV,55,55.0,0.1839,50
kroD100rdmRad,8,71,0,COX,95,1.121737,0.0151,41
kroD100rdmRad,8,71,4,SSVM,60,-1.652969,0.2744,43
kroD100rdmRad,8,71,7,ELASTICNET,75,0.151564,0.1156,50
kroD100rdmRad,8,71,6,KNN,90,-11.4,0.0608,50
kroD100rdmRad,8,71,2,GBSA,55,0.27281,0.1011,50
kroD100rdmRad,8,71,1,RSF,55,106.047335,0.3574,50
kroD100rdmRad,8,71,5,WEIBULLAFT,90,-9.21813,0.0525,48
kroD100rdmRad,8,71,8,MTLR,50,0.921475,0.0067,50
kroD100rdmRad,9,81,7,ELASTICNET,50,-0.005206,0.4229,42
kroD100rdmRad,9,81,5,WEIBULLAFT,50,-14.582575,0.3773,40
kroD100rdmRad,9,81,4,SSVM,90,-2.143832,0.0804,48
kroD100rdmRad,9,81,0,COX,75,1.124019,0.1514,50
kroD100rdmRad,9,81,6,KNN,65,-22.153333,0.0447,50
kroD100rdmRad,9,81,1,RSF,80,102.648521,0.1639,50
kroD100rdmRad,9,81,2,GBSA,50,0.205343,0.2789,50
kroD100rdmRad,9,81,8,MTLR,55,0.958386,0.1467,40
kroD100rdmRad,9,81,3,DEEPSURV,75,75.0,-0.0696,50
bubbles5,10,91,2,GBSA,50,0.055216,0.591,40
bubbles5,10,91,1,RSF,50,87.678338,0.1891,45
bubbles5,10,91,6,KNN,75,-16.45,0.1051,50
bubbles5,10,91,7,ELASTICNET,75,0.062962,-0.0115,50
bubbles5,10,91,0,COX,50,1.011761,0.1673,50
bubbles5,10,91,4,SSVM,95,-1.603073,0.0419,48
bubbles5,10,91,5,WEIBULLAFT,55,-14.109791,0.1195,47
bubbles5,10,91,3,DEEPSURV,50,50.0,0.3089,50
bubbles5,10,91,8,MTLR,50,0.987074,0.2068,50
bubbles5,1,1,2,GBSA,50,0.217185,0.3128,40
bubbles5,1,1,0,COX,50,1.004847,0.1653,48
bubbles5,1,1,7,ELASTICNET,95,0.327518,0.0386,50
bubbles5,1,1,4,SSVM,55,-1.381407,0.0752,47
bubbles5,1,1,6,KNN,90,-13.486667,0.0815,50
bubbles5,1,1,5,WEIBULLAFT,75,-11.55649,0.0496,47
bubbles5,1,1,1,RSF,50,99.105539,0.093,50
bubbles5,1,1,8,MTLR,65,0.974192,0.0528,50
bubbles5,2,11,0,COX,65,1.130723,0.1742,45
bubbles5,2,11,7,ELASTICNET,60,0.090221,0.228,50
bubbles5,2,11,6,KNN,50,-22.666667,0.2247,50
bubbles5,2,11,4,SSVM,70,-1.488459,0.2714,48
bubbles5,2,11,1,RSF,50,104.124012,0.4853,50
bubbles5,2,11,8,MTLR,95,0.983845,-0.0577,44
bubbles5,2,11,2,GBSA,50,0.179253,0.2505,50
bubbles5,2,11,5,WEIBULLAFT,65,-12.052597,0.0842,48
bubbles5,2,11,3,DEEPSURV,75,75.0,0.1483,50
bubbles5,3,21,0,COX,60,1.050502,0.0406,40
bubbles5,3,21,1,RSF,60,80.529653,0.2693,42
bubbles5,3,21,6,KNN,95,-10.15,0.0238,46
bubbles5,3,21,4,SSVM,50,-1.560803,0.624,48
bubbles5,3,21,7,ELASTICNET,95,0.276301,0.0265,50
bubbles5,3,21,2,GBSA,50,-0.00917,0.2935,50
bubbles5,3,21,5,WEIBULLAFT,80,-11.017546,0.0336,47
bubbles5,3,21,3,DEEPSURV,55,55.0,0.0232,50
bubbles5,3,21,8,MTLR,95,0.993686,0.0245,50
bubbles5,4,31,4,SSVM,55,-1.176314,0.3671,48
bubbles5,4,31,7,ELASTICNET,70,0.102083,0.2526,50
bubbles5,4,31,0,COX,75,1.1151,0.2533,50
bubbles5,4,31,6,KNN,60,-21.56,0.1368,50
bubbles5,4,31,1,RSF,65,102.667541,0.184,50
bubbles5,4,31,2,GBSA,55,0.49077,0.1777,50
bubbles5,4,31,5,WEIBULLAFT,50,-13.657147,0.152,48
bubbles5,4,31,8,MTLR,55,0.978402,0.2486,50
bubbles5,4,31,3,DEEPSURV,60,60.0,-0.0534,50
bubbles5,5,41,7,ELASTICNET,55,0.030197,0.2858,40
bubbles5,5,41,0,COX,55,1.010155,0.2641,50
bubbles5,5,41,6,KNN,50,-21.066667,0.1742,50
bubbles5,5,41,4,SSVM,55,-1.105298,0.3332,47
bubbles5,5,41,2,GBSA,50,0.150136,0.335,50
bubbles5,5,41,1,RSF,85,107.008013,0.0437,50
bubbles5,5,41,5,WEIBULLAFT,85,-10.479006,0.0223,48
bubbles5,5,41,8,MTLR,85,0.984637,0.1068,50
bubbles5,5,41,3,DEEPSURV,90,90.0,0.0593,50
bubbles5,6,51,6,KNN,50,-21.966667,0.167,43
bubbles5,6,51,8,MTLR,75,0.982365,0.08,40
bubbles5,6,51,3,DEEPSURV,95,95.0,-0.0174,41
bubbles5,6,51,4,SSVM,55,-1.789656,0.3532,48
bubbles5,6,51,0,COX,95,1.582948,0.0615,50
bubbles5,6,51,7,ELASTICNET,50,0.005371,0.0513,50
bubbles5,6,51,1,RSF,50,104.775353,0.0397,50
bubbles5,6,51,2,GBSA,55,0.361105,0.1167,50
bubbles5,6,51,5,WEIBULLAFT,65,-12.685502,-0.071,48
bubbles5,7,61,2,GBSA,80,1.566452,0.1676,40
bubbles5,7,61,6,KNN,95,-10.85,0.0632,46
bubbles5,7,61,1,RSF,75,97.908188,0.0532,45
bubbles5,7,61,3,DEEPSURV,55,55.0,0.075,42
bubbles5,7,61,0,COX,95,1.315973,0.0574,50
bubbles5,7,61,4,SSVM,55,-1.558325,0.2789,48
bubbles5,7,61,7,ELASTICNET,60,0.047298,0.1088,50
bubbles5,7,61,5,WEIBULLAFT,50,-15.669781,0.1431,48
bubbles5,7,61,8,MTLR,80,0.968502,0.0079,45
bubbles5,8,71,7,ELASTICNET,65,0.101831,0.1378,48
bubbles5,8,71,0,COX,70,1.154265,0.2766,50
bubbles5,8,71,6,KNN,50,-20.766667,0.5892,50
bubbles5,8,71,4,SSVM,70,-1.351626,0.1917,47
bubbles5,8,71,2,GBSA,50,0.207978,0.1283,50
bubbles5,8,71,5,WEIBULLAFT,65,-11.571083,0.1088,48
bubbles5,8,71,1,RSF,50,88.231656,0.2957,50
bubbles5,8,71,3,DEEPSURV,90,90.0,0.0879,50
bubbles5,8,71,8,MTLR,80,0.964038,-0.0077,50
bubbles5,9,81,7,ELASTICNET,90,0.248214,-0.0413,40
bubbles5,9,81,1,RSF,70,83.76487,0.1102,42
bubbles5,9,81,0,COX,50,1.007524,0.4537,50
bubbles5,9,81,6,KNN,50,-21.8,0.4222,50
bubbles5,9,81,4,SSVM,65,-1.900947,0.1902,49
bubbles5,9,81,2,GBSA,75,1.080659,0.1497,50
bubbles5,9,81,5,WEIBULLAFT,95,-8.641733,-0.0912,48
bubbles5,9,81,8,MTLR,50,0.985634,0.2223,50
bubbles5,9,81,3,DEEPSURV,95,95.0,-0.0524,50
team6_500rdmRad,10,91,7,ELASTICNET,55,0.023271,0.2219,40
team6_500rdmRad,10,91,2,GBSA,90,2.124637,0.0361,40
team6_500rdmRad,10,91,0,COX,50,0.997135,0.0906,45
team6_500rdmRad,10,91,1,RSF,80,102.840652,0.082,46
team6_500rdmRad,10,91,4,SSVM,60,-1.15535,0.0463,48
team6_500rdmRad,10,91,6,KNN,65,-19.61,0.0077,50
team6_500rdmRad,10,91,5,WEIBULLAFT,50,-15.847218,0.335,48
team6_500rdmRad,10,91,3,DEEPSURV,80,80.0,0.0686,48
team6_500rdmRad,10,91,8,MTLR,95,0.999866,-0.0229,50
team6_500rdmRad,1,1,0,COX,75,1.019482,0.1336,40
team6_500rdmRad,1,1,5,WEIBULLAFT,65,-13.204218,0.2798,38
team6_500rdmRad,1,1,6,KNN,60,-17.946667,0.2409,50
team6_500rdmRad,1,1,7,ELASTICNET,50,0.031019,0.3076,50
team6_500rdmRad,1,1,1,RSF,50,102.041166,0.1996,50
team6_500rdmRad,1,1,4,SSVM,75,-4.131497,0.1489,48
team6_500rdmRad,1,1,2,GBSA,55,0.320348,0.4224,50
team6_500rdmRad,1,1,3,DEEPSURV,95,95.0,0.0389,50
team6_500rdmRad,1,1,8,MTLR,55,0.988021,0.1114,50
team6_500rdmRad,2,11,6,KNN,55,-21.51,0.1666,40
team6_500rdmRad,2,11,4,SSVM,50,-28.068572,0.3479,48
team6_500rdmRad,2,11,7,ELASTICNET,90,0.344673,0.0769,50
team6_500rdmRad,2,11,0,COX,60,1.006457,0.1133,50
team6_500rdmRad,2,11,1,RSF,70,113.790769,0.2136,50
team6_500rdmRad,2,11,5,WEIBULLAFT,50,-14.772066,0.0829,48
team6_500rdmRad,2,11,2,GBSA,50,0.065683,0.2818,50
team6_500rdmRad,2,11,8,MTLR,95,0.998116,0.0234,45
team6_500rdmRad,2,11,3,DEEPSURV,95,95.0,-0.0131,50
team6_500rdmRad,3,21,0,COX,55,1.00531,-0.0105,40
team6_500rdmRad,3,21,5,WEIBULLAFT,55,-14.823504,0.2137,38
team6_500rdmRad,3,21,7,ELASTICNET,50,0.029344,0.4407,49
team6_500rdmRad,3,21,6,KNN,70,-17.846667,0.2195,50
team6_500rdmRad,3,21,4,SSVM,55,-23.781793,0.4268,48
team6_500rdmRad,3,21,2,GBSA,55,0.194312,0.0816,49
team6_500rdmRad,3,21,1,RSF,60,103.466206,-0.0186,50
team6_500rdmRad,3,21,8,MTLR,90,0.978465,0.0138,50
team6_500rdmRad,3,21,3,DEEPSURV,60,60.0,0.0371,50
team6_500rdmRad,4,31,1,RSF,50,75.697704,0.0698,44
team6_500rdmRad,4,31,6,KNN,55,-21.756667,0.1568,49
team6_500rdmRad,4,31,4,SSVM,50,-30.572947,0.1262,48
team6_500rdmRad,4,31,0,COX,65,1.007126,0.2459,50
team6_500rdmRad,4,31,7,ELASTICNET,60,0.047758,0.1701,50
team6_500rdmRad,4,31,2,GBSA,60,0.417534,0.1744,50
team6_500rdmRad,4,31,5,WEIBULLAFT,60,-13.478646,0.185,47
team6_500rdmRad,4,31,3,DEEPSURV,95,95.0,0.022,43
team6_500rdmRad,4,31,8,MTLR,85,0.998887,0.0106,50
team6_500rdmRad,5,41,0,COX,60,1.007666,0.1833,50
team6_500rdmRad,5,41,7,ELASTICNET,55,0.022164,0.2977,50
team6_500rdmRad,5,41,8,MTLR,55,0.9441,0.1333,40
team6_500rdmRad,5,41,4,SSVM,80,-17.066768,0.0633,48
team6_500rdmRad,5,41,6,KNN,55,-21.136667,0.0763,50
team6_500rdmRad,5,41,1,RSF,70,113.613289,0.1221,50
team6_500rdmRad,5,41,2,GBSA,50,0.248073,0.0465,50
team6_500rdmRad,5,41,5,WEIBULLAFT,70,-12.490647,0.098,48
team6_500rdmRad,5,41,3,DEEPSURV,75,75.0,0.0575,50
team6_500rdmRad,6,51,6,KNN,50,-22.533333,0.2223,50
team6_500rdmRad,6,51,4,SSVM,90,-0.973196,0.0826,47
team6_500rdmRad,6,51,7,ELASTICNET,80,0.201149,0.0823,50
team6_500rdmRad,6,51,0,COX,95,1.032499,0.0043,50
team6_500rdmRad,6,51,1,RSF,50,103.190499,0.1194,50
team6_500rdmRad,6,51,5,WEIBULLAFT,50,-14.484943,0.1014,48
team6_500rdmRad,6,51,2,GBSA,75,0.969423,0.1581,50
team6_500rdmRad,6,51,8,MTLR,80,0.966751,0.1327,49
team6_500rdmRad,6,51,3,DEEPSURV,95,95.0,0.0249,49
team6_500rdmRad,7,61,7,ELASTICNET,50,0.038143,0.0284,42
team6_500rdmRad,7,61,1,RSF,65,89.984882,0.0164,42
team6_500rdmRad,7,61,4,SSVM,50,-2.724531,0.424,48
team6_500rdmRad,7,61,6,KNN,80,-17.12,0.006,50
team6_500rdmRad,7,61,0,COX,50,1.011858,0.254,50
team6_500rdmRad,7,61,2,GBSA,95,2.307444,0.0416,50
team6_500rdmRad,7,61,5,WEIBULLAFT,70,-14.086955,0.1565,48
team6_500rdmRad,7,61,8,MTLR,50,0.950623,0.4421,44
team6_500rdmRad,7,61,3,DEEPSURV,90,90.0,0.031,50
team6_500rdmRad,8,71,0,COX,50,0.999719,0.0581,46
team6_500rdmRad,8,71,6,KNN,75,-18.05,0.0774,50
team6_500rdmRad,8,71,4,SSVM,55,-17.140165,0.5129,47
team6_500rdmRad,8,71,7,ELASTICNET,50,0.010608,0.2887,50
team6_500rdmRad,8,71,1,RSF,95,118.163962,0.0114,50
team6_500rdmRad,8,71,5,WEIBULLAFT,60,-12.932434,0.1923,48
team6_500rdmRad,8,71,2,GBSA,85,1.376783,0.0941,50
team6_500rdmRad,8,71,8,MTLR,55,0.915934,0.1252,50
team6_500rdmRad,8,71,3,DEEPSURV,70,70.0,0.0141,50
team6_500rdmRad,9,81,7,ELASTICNET,95,0.281773,-0.0243,50
team6_500rdmRad,9,81,6,KNN,50,-20.1,0.299,50
team6_500rdmRad,9,81,0,COX,50,0.999542,0.0098,50
team6_500rdmRad,9,81,4,SSVM,50,-1.429896,0.2062,48
team6_500rdmRad,9,81,1,RSF,85,113.433742,0.0778,50
team6_500rdmRad,9,81,2,GBSA,55,0.292404,0.2631,50
team6_500rdmRad,9,81,5,WEIBULLAFT,65,-13.58114,0.1862,48
team6_500rdmRad,9,81,8,MTLR,50,0.958286,0.2676,50
team6_500rdmRad,9,81,3,DEEPSURV,95,95.0,-0.1083,50
car_door_25,10,91,4,SSVM,65,-5.179504,0.1092,28
car_door_25,10,91,7,ELASTICNET,50,0.061069,0.0222,29
car_door_25,10,91,0,COX,50,0.985052,0.3841,26
car_door_25,10,91,6,KNN,60,-21.466667,0.155,33
car_door_25,10,91,2,GBSA,50,0.135015,0.418,27
car_door_25,10,91,1,RSF,80,68.190148,0.1823,30
car_door_25,10,91,5,WEIBULLAFT,50,-17.678565,0.2087,28
car_door_25,10,91,3,DEEPSURV,95,95.0,-0.1218,32
car_door_25,10,91,6,KNN,50,0.98919,0.4,
car_door_25,1,1,7,ELASTICNET,65,0.127139,0.2539,26
car_door_25,1,1,6,KNN,55,-22.266667,0.3072,31
car_door_25,1,1,0,COX,80,1.26533,0.1091,33
car_door_25,1,1,2,GBSA,55,0.439398,0.417,32
car_door_25,1,1,1,RSF,50,59.160862,0.3743,31
car_door_25,1,1,5,WEIBULLAFT,55,-19.108761,0.3564,25
car_door_25,1,1,4,SSVM,60,-3.531202,0.2008,35
car_door_25,1,1,8,MTLR,55,0.982042,-0.0033,28
car_door_25,1,1,3,DEEPSURV,50,50.0,0.4759,34
car_door_25,2,11,4,SSVM,70,-7.446746,0.1991,27
car_door_25,2,11,6,KNN,60,-23.2,0.0671,30
car_door_25,2,11,7,ELASTICNET,50,0.005508,0.3323,33
car_door_25,2,11,0,COX,50,0.997121,0.4617,30
car_door_25,2,11,1,RSF,50,60.234231,0.336,30
car_door_25,2,11,5,WEIBULLAFT,55,-13.38151,0.2034,34
car_door_25,2,11,2,GBSA,75,0.976371,0.2051,40
car_door_25,2,11,3,DEEPSURV,70,70.0,0.2873,32
car_door_25,2,11,8,MTLR,85,0.997731,0.1038,30
car_door_25,3,21,4,SSVM,55,-6.240232,0.3791,28
car_door_25,3,21,7,ELASTICNET,60,0.060137,0.3222,35
car_door_25,3,21,6,KNN,50,-21.8,0.0699,29
car_door_25,3,21,0,COX,90,1.115514,0.0783,31
car_door_25,3,21,1,RSF,85,72.088426,0.0904,32
car_door_25,3,21,5,WEIBULLAFT,50,-22.899297,0.1446,30
car_door_25,3,21,2,GBSA,50,0.116929,0.4437,41
car_door_25,3,21,3,,50,50.0,0.2534,33
car_door_25,3,21,8,MTLR,50,0.991598,0.2173,38
car_door_25,4,31,6,KNN,60,-20.733333,0.2643,33
car_door_25,4,31,7,ELASTICNET,55,0.030552,0.3423,30
car_door_25,4,31,2,GBSA,95,2.5475,0.0618,29
car_door_25,4,31,1,RSF,50,66.171874,0.2417,31
car_door_25,4,31,4,SSVM,55,-2.343241,0.248,32
car_door_25,4,31,5,WEIBULLAFT,65,-14.074254,0.0431,29
car_door_25,4,31,0,COX,60,1.007107,0.2079,37
car_door_25,4,31,3,DEEPSURV,95,95.0,-0.05,30
car_door_25,4,31,8,MTLR,50,0.971042,0.4059,33
car_door_25,5,41,7,ELASTICNET,80,0.167306,0.1381,30
car_door_25,5,41,4,SSVM,60,-7.189564,0.2965,29
car_door_25,5,41,6,KNN,50,-24.933333,0.3853,31
car_door_25,5,41,0,COX,85,1.100906,0.0578,28
car_door_25,5,41,2,GBSA,55,0.348851,0.1878,32
car_door_25,5,41,5,WEIBULLAFT,50,-19.939288,0.1485,28
car_door_25,5,41,1,RSF,75,74.555729,0.0697,36
car_door_25,5,41,3,DEEPSURV,90,90.0,-0.0607,33
car_door_25,5,41,8,MTLR,55,0.976328,0.1283,34
car_door_25,6,51,6,KNN,90,-14.733333,0.0552,31
car_door_25,6,51,4,SSVM,50,-7.695094,0.268,29
car_door_25,6,51,0,COX,50,1.003792,0.2128,31
car_door_25,6,51,1,RSF,55,63.077648,0.2549,34
car_door_25,6,51,2,GBSA,95,2.944476,0.0191,31
car_door_25,6,51,5,WEIBULLAFT,75,-12.013953,0.2438,29
car_door_25,6,51,7,ELASTICNET,70,0.143382,0.2336,36
car_door_25,6,51,8,MTLR,50,0.990972,0.5462,32
car_door_25,6,51,3,DEEPSURV,50,50.0,0.4294,31
car_door_25,7,61,6,KNN,50,-27.333333,0.4155,28
car_door_25,7,61,0,COX,50,0.998653,0.482,28
car_door_25,7,61,4,SSVM,75,-2.61079,-0.066,28
car_door_25,7,61,1,RSF,90,76.850184,0.0927,29
car_door_25,7,61,2,GBSA,70,0.912261,0.1044,33
car_door_25,7,61,7,ELASTICNET,50,-0.003401,0.2558,34
car_door_25,7,61,5,WEIBULLAFT,70,-16.243438,0.0096,36
car_door_25,7,61,3,DEEPSURV,50,50.0,0.1452,26
car_door_25,7,61,8,MTLR,60,0.991589,0.2872,28
car_door_25,8,71,6,KNN,60,-23.173333,0.3807,30
car_door_25,8,71,7,ELASTICNET,50,0.012657,0.2664,33
car_door_25,8,71,4,SSVM,50,-7.599722,0.2425,29
car_door_25,8,71,0,COX,50,0.996779,0.4812,30
car_door_25,8,71,2,GBSA,75,1.394403,-0.0027,33
car_door_25,8,71,5,WEIBULLAFT,50,-19.864391,0.1544,30
car_door_25,8,71,1,RSF,50,72.530296,0.4288,38
car_door_25,8,71,3,DEEPSURV,95,95.0,0.0675,30
car_door_25,8,71,8,MTLR,85,0.937926,0.0742,32
car_door_25,9,81,6,KNN,50,-30.0,0.4014,28
car_door_25,9,81,7,ELASTICNET,50,0.142712,0.1364,31
car_door_25,9,81,1,RSF,85,71.382489,0.0341,30
car_door_25,9,81,2,GBSA,75,1.34926,0.0897,33
car_door_25,9,81,4,SSVM,50,-6.386519,0.284,29
car_door_25,9,81,5,WEIBULLAFT,50,-15.0653,0.1457,33
car_door_25,9,81,0,COX,65,1.008684,0.2147,36
car_door_25,9,81,3,DEEPSURV,90,90.0,-0.1047,29
car_door_25,9,81,8,MTLR,70,0.990326,0.1809,30
car_door_35,10,91,6,KNN,50,-21.6,0.3445,40
car_door_35,10,91,1,RSF,50,71.647926,0.2014,40
car_door_35,10,91,2,GBSA,55,0.245695,0.0466,40
car_door_35,10,91,7,ELASTICNET,60,0.056471,0.1303,48
car_door_35,10,91,4,SSVM,85,-3.871768,-0.0067,47
car_door_35,10,91,0,COX,50,1.003841,0.3509,50
car_door_35,10,91,5,WEIBULLAFT,55,-14.239786,0.3431,48
car_door_35,10,91,8,MTLR,60,0.951414,0.3196,40
car_door_35,10,91,3,DEEPSURV,50,50.0,0.3301,39
car_door_35,1,1,7,ELASTICNET,85,0.218619,0.1105,40
car_door_35,1,1,6,KNN,50,-20.9,0.1672,40
car_door_35,1,1,4,SSVM,65,-3.682837,0.136,38
car_door_35,1,1,0,COX,95,1.132868,0.0126,40
car_door_35,1,1,1,RSF,60,74.714643,0.054,40
car_door_35,1,1,5,WEIBULLAFT,70,-10.377831,0.2603,46
car_door_35,1,1,2,GBSA,55,0.510103,0.4763,50
car_door_35,1,1,8,MTLR,60,0.980402,0.3477,40
car_door_35,1,1,3,DEEPSURV,50,50.0,-0.0335,50
car_door_35,2,11,7,ELASTICNET,70,0.163759,0.1054,40
car_door_35,2,11,6,KNN,50,-19.5,0.1111,40
car_door_35,2,11,0,COX,60,1.049701,0.4852,40
car_door_35,2,11,1,RSF,50,62.753985,0.2747,40
car_door_35,2,11,4,SSVM,50,-3.746433,0.2869,40
car_door_35,2,11,5,WEIBULLAFT,50,-14.246866,0.5229,38
car_door_35,2,11,2,GBSA,50,0.132953,0.2188,49
car_door_35,2,11,3,DEEPSURV,55,55.0,0.084,40
car_door_35,2,11,8,MTLR,50,0.939149,0.3495,40
car_door_35,3,21,6,KNN,95,-11.026667,0.0414,40
car_door_35,3,21,7,ELASTICNET,60,0.104654,0.2456,40
car_door_35,3,21,4,SSVM,90,-2.071376,-0.0408,38
car_door_35,3,21,0,COX,85,1.246436,-0.038,40
car_door_35,3,21,1,RSF,80,82.050893,0.1179,40
car_door_35,3,21,2,GBSA,50,0.067078,0.5696,40
car_door_35,3,21,5,WEIBULLAFT,50,-13.38366,0.2135,43
car_door_35,3,21,3,DEEPSURV,95,95.0,-0.0646,40
car_door_35,3,21,8,MTLR,80,0.976214,-0.0413,40
car_door_35,4,31,7,ELASTICNET,55,0.103143,0.3099,39
car_door_35,4,31,4,SSVM,90,-4.871714,0.0305,39
car_door_35,4,31,0,COX,65,1.022408,0.1325,40
car_door_35,4,31,1,RSF,50,71.359676,0.0535,40
car_door_35,4,31,5,WEIBULLAFT,65,-14.026896,0.1319,38
car_door_35,4,31,2,GBSA,65,0.829339,0.0759,43
car_door_35,4,31,6,KNN,60,-18.533333,0.1652,50
car_door_35,4,31,3,DEEPSURV,70,70.0,0.043,40
car_door_35,4,31,8,MTLR,50,0.817477,0.1434,40
car_door_35,5,41,7,ELASTICNET,95,0.217512,0.0252,40
car_door_35,5,41,6,KNN,60,-17.786667,0.1368,40
car_door_35,5,41,0,COX,65,1.128423,0.1593,40
car_door_35,5,41,2,GBSA,85,1.508477,0.0587,39
car_door_35,5,41,5,WEIBULLAFT,50,-12.660441,0.3345,37
car_door_35,5,41,4,SSVM,50,-4.928943,0.282,47
car_door_35,5,41,1,RSF,50,95.416628,0.0097,50
car_door_35,5,41,3,DEEPSURV,60,60.0,0.2685,40
car_door_35,5,41,8,MTLR,55,0.924267,0.2202,50
car_door_35,6,51,4,SSVM,55,-2.407063,0.1276,38
car_door_35,6,51,7,ELASTICNET,50,0.045863,0.1674,40
car_door_35,6,51,6,KNN,60,-18.866667,0.3046,40
car_door_35,6,51,0,COX,50,1.009739,0.206,40
car_door_35,6,51,1,RSF,90,86.118625,0.0663,40
car_door_35,6,51,5,WEIBULLAFT,50,-13.130406,0.4141,38
car_door_35,6,51,2,GBSA,50,0.030265,0.1454,42
car_door_35,6,51,8,MTLR,70,0.886459,0.2189,40
car_door_35,6,51,3,DEEPSURV,50,50.0,0.1965,50
car_door_35,7,61,6,KNN,60,-17.533333,0.3294,40
car_door_35,7,61,0,COX,65,1.014086,0.3304,40
car_door_35,7,61,1,RSF,50,68.421721,0.1804,40
car_door_35,7,61,7,ELASTICNET,50,0.079542,0.4545,46
car_door_35,7,61,5,WEIBULLAFT,80,-11.444272,0.0241,42
car_door_35,7,61,2,GBSA,50,0.032582,0.1771,46
car_door_35,7,61,4,SSVM,70,-4.257645,0.1581,47
car_door_35,7,61,3,DEEPSURV,55,55.0,0.0723,40
car_door_35,7,61,8,MTLR,50,0.973113,0.1386,39
car_door_35,8,71,7,ELASTICNET,90,0.137174,-0.0055,40
car_door_35,8,71,4,SSVM,60,-2.804766,0.0897,38
car_door_35,8,71,0,COX,60,1.033315,0.047,40
car_door_35,8,71,6,KNN,60,-19.24,0.2136,41
