instance,run,cohort_rank,relative_gain
concentricCircles4,run-1783974319_i0,0.45454545454545453,0.2484348217393394
concentricCircles4,run-1783974319_i0,0.36,0.148675403555665
concentricCircles4,run-1783974319_i0,0.44,0.19826841732734127
concentricCircles4,run-1783974319_i0,0.4,0.16477772684402145
concentricCircles4,run-1783974319_i0,0.7619047619047619,0.1977419032053634
concentricCircles4,run-1783974319_i0,1.0,0.5699776569729597
concentricCircles4,run-1783974319_i0,0.875,0.275072265024866
concentricCircles4,run-1783974319_i0,0.6153846153846154,0.2190755707773857
concentricCircles4,run-1783974319_i0,0.0,0.06314970779311198
concentricCircles4,run-1783974319_i0,0.36363636363636365,0.1555187008359214
concentricCircles4,run-1783974319_i0,0.22727272727272727,0.19473016123309803
concentricCircles4,run-1783974319_i0,0.23809523809523808,0.1483601088594662
concentricCircles4,run-1783974319_i0,0.041666666666666664,0.09710470599925092
concentricCircles4,run-1783974319_i0,0.9629629629629629,0.27450817416825257
concentricCircles4,run-1783974319_i0,0.25,0.14451075885184061
concentricCircles4,run-1783974319_i0,0.36363636363636365,0.16135166971800002
concentricCircles4,run-1783974319_i0,0.8947368421052632,0.28880440020214604
concentricCircles4,run-1783974319_i0,0.48,0.19584453560242807
concentricCircles4,run-1783974319_i0,0.0,0.052878583894290704
concentricCircles4,run-1783974319_i0,0.3333333333333333,0.16479850733255444
concentricCircles4,run-1783974319_i0,0.6666666666666666,0.2687385110294118
concentricCircles4,run-1783974319_i0,0.9166666666666666,0.30492188817163746
concentricCircles4,run-1783974319_i0,0.8181818181818182,0.24997768517779045
concentricCircles4,run-1783974319_i0,0.34615384615384615,0.15333658778217688
concentricCircles4,run-1783974319_i0,0.95,0.27528290737184224
concentricCircles4,run-1783974319_i0,0.5263157894736842,0.22777296691119142
concentricCircles4,run-1783974319_i0,0.23809523809523808,0.14758371185070532
concentricCircles4,run-1783974319_i0,0.0,0.0
concentricCircles4,run-1783974319_i0,0.5416666666666666,0.1930890811868496
concentricCircles4,run-1783974319_i0,0.0,0.11411191657709996
concentricCircles4,run-1783974319_i0,0.631578947368421,0.2659497003304767
concentricCircles4,run-1783974319_i0,0.7222222222222222,0.22643140437018214
concentricCircles4,run-1783974319_i0,0.625,0.20030889727334905
concentricCircles4,run-1783974319_i0,0.375,0.14197529737847123
concentricCircles4,run-1783974319_i0,0.0,0.08365223952999518
