instance,run,target_kappa,repeat,achieved_kappa,C
bubbles1,run-1782686546_i9,0.8,1,0.8112048258232488,0.5483518494048769
bubbles1,run-1782686546_i9,0.8,2,0.7690695090233313,0.5686399902551922
bubbles1,run-1782686546_i9,0.8,3,0.8078915379998248,0.575441835927196
bubbles1,run-1782686546_i9,0.8,4,0.7875779537387895,0.5741276257776782
bubbles1,run-1782686546_i9,0.9,0,0.8945086580621747,0.5405833797538867
bubbles1,run-1782686546_i9,0.9,1,0.9012874938315688,0.5256897708557835
bubbles1,run-1782686546_i9,0.9,2,0.902624021759367,0.5219396254012107
bubbles1,run-1782686546_i9,0.9,3,0.884504058831191,0.5200260170533655
bubbles1,run-1782686546_i9,0.9,4,0.8900646119511794,0.5379252479023646
bubbles1,run-1782686546_i9,0.95,0,0.9447129546808929,0.5153017679333469
bubbles1,run-1782686546_i9,0.95,1,0.9525226553417862,0.5124302926690275
bubbles1,run-1782686546_i9,0.95,2,0.9535213204104597,0.5015640075153608
bubbles1,run-1782686546_i9,0.95,3,0.9506090850775923,0.5180369979287658
bubbles1,run-1782686546_i9,0.95,4,0.9496730046332412,0.5151072717686661
bubbles2,run-1782686739_i9,0.0,0,-0.04132175002479759,0.7393918245264207
bubbles2,run-1782686739_i9,0.0,1,-0.03674140149507088,0.7348977279503847
bubbles2,run-1782686739_i9,0.0,2,-0.021568871042305027,0.7442377921015346
bubbles2,run-1782686739_i9,0.0,3,-0.04343832725373136,0.7307526838687731
bubbles2,run-1782686739_i9,0.0,4,-0.03531674220301583,0.7376360731049636
bubbles2,run-1782686739_i9,0.1,0,0.05085466825172261,0.7309816470775887
bubbles2,run-1782686739_i9,0.1,1,0.15813867654330274,0.708380639378548
bubbles2,run-1782686739_i9,0.1,2,0.09003344883766792,0.7147119382696305
bubbles2,run-1782686739_i9,0.1,3,0.020745122066719995,0.7305366439727673
bubbles2,run-1782686739_i9,0.1,4,0.052964484914568864,0.7093929470782032
bubbles2,run-1782686739_i9,0.2,0,0.21484461474375954,0.6897820408000479
bubbles2,run-1782686739_i9,0.2,1,0.21748396574649814,0.6925959053866031
bubbles2,run-1782686739_i9,0.2,2,0.12965010608866537,0.7019646286811779
bubbles2,run-1782686739_i9,0.2,3,0.23768876256976304,0.6825223988942255
bubbles2,run-1782686739_i9,0.2,4,0.2558394523949605,0.6909637770371038
bubbles2,run-1782686739_i9,0.3,0,0.3902251400115926,0.6532833974985538
